   AgeBP,  JanDays     , FebDays     , MarDays     , AprDays     , MayDays     , JunDays     , JulDays     , AugDays     , SepDays     , OctDays     , NovDays     , DecDays     , JanMid      , FebMid      , MarMid      , AprMid      , MayMid      , JunMid      , JulMid      , AugMid      , SepMid      , OctMid      , NovMid      , DecMid      , JanBeg      , FebBeg      , MarBeg      , AprBeg      , MayBeg      , JunBeg      , JulBeg      , AugBeg      , SepBeg      , OctBeg      , NovBeg      , DecBeg      , JanEnd      , FebEnd      , MarEnd      , AprEnd      , MayEnd      , JunEnd      , JulEnd      , AugEnd      , SepEnd      , OctEnd      , NovEnd      , De,    "JanColor ",    "FebColor ",    "MarColor ",    "AprColor ",    "MayColor ",    "JunColor ",    "JulColor ",    "AugColor ",    "SepColor ",    "OctColor ",    "NovColor ",    "DecColor "
 -113000,    29.772006,    26.425098,    29.156787,    28.555402,    30.261420,    30.237553,    32.196955,    32.831903,    31.863481,    32.465535,    30.597151,    30.636709,    19.024941,    47.096763,    74.857160,   103.650870,   132.981494,   163.203555,   194.445636,   227.049928,   259.487887,   291.704001,   323.230986,   353.838008,     4.037449,    33.835380,    60.286941,    89.450040,   117.982924,   148.213970,   178.444961,   210.665945,   243.526991,   275.393276,   307.832717,   338.402797,    33.835380,    60.286941,    89.450040,   117.982924,   148.213970,   178.444961,   210.665945,   243.526991,   275.393276,   307.832717,   338.402797,   369.037449,    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",   "Light Purple",   "Light Purple",  "Easter Purple"
 -112000,    30.182239,    26.503024,    28.908723,    28.034234,    29.552361,    29.554930,    31.697366,    32.707824,    32.149825,    33.085979,    31.322747,    31.300746,    18.904435,    47.219114,    74.909576,   103.315233,   132.013466,   161.505025,   192.119494,   224.397309,   256.934250,   289.631010,   321.857590,   353.173327,     3.676229,    33.880150,    60.415642,    89.342163,   117.359336,   146.875196,   176.411496,   208.126845,   240.871134,   273.036247,   306.101043,   337.389337,    33.880150,    60.415642,    89.342163,   117.359336,   146.875196,   176.411496,   208.126845,   240.871134,   273.036247,   306.101043,   337.389337,   368.676229,    "Pale Yellow",    "Deep Yellow",         "Orange",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",         "Purple",         "Purple",   "Light Purple"
 -111000,    30.745028,    26.752530,    28.851130,    27.663426,    28.925933,    28.849940,    31.057853,    32.358247,    32.209046,    33.544597,    32.006230,    32.036040,    18.399318,    47.121340,    74.925226,   103.118545,   131.309167,   160.104957,   190.009321,   221.766617,   254.163223,   287.139018,   319.965621,   352.008465,     2.862780,    33.622395,    60.410828,    89.290771,   116.944898,   145.831314,   174.651130,   205.717868,   238.116241,   270.352965,   303.884836,   335.852423,    33.622395,    60.410828,    89.290771,   116.944898,   145.831314,   174.651130,   205.717868,   238.116241,   270.352965,   303.884836,   335.852423,   367.862780,  "Easter Purple",    "Deep Yellow",         "Orange",         "Orange",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",         "Purple",         "Purple",         "Purple"
 -110000,    31.420121,    27.157164,    28.986068,    27.465353,    28.427672,    28.184861,    30.345393,    31.824765,    32.035825,    33.791456,    32.580484,    32.780838,    17.544564,    46.810888,    74.903478,   103.071614,   130.912790,   159.103231,   188.283611,   219.384798,   251.419998,   284.442580,   317.707110,   350.429286,     1.654805,    33.080093,    60.273783,    89.298462,   116.763952,   145.152286,   173.297042,   203.640120,   235.504684,   267.579145,   301.369067,   333.910436,    33.080093,    60.273783,    89.298462,   116.763952,   145.152286,   173.297042,   203.640120,   235.504684,   267.579145,   301.369067,   333.910436,   366.654805,   "Light Purple",    "Pale Yellow",         "Orange",         "Orange",         "Orange",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",   "Light Purple",         "Purple",         "Purple",         "Purple"
 -109000,    32.154859,    27.689004,    29.303495,    27.449970,    28.089438,    27.611882,    29.627956,    31.167121,    31.652805,    33.800469,    32.985978,    33.467023,    16.401100,    46.309081,    74.846012,   103.175496,   130.845395,   158.563681,   187.069039,   217.446810,   248.942929,   281.777247,   315.270754,   348.557920,     0.141808,    32.290827,    60.014103,    89.364128,   116.824667,   144.878016,   172.442062,   202.055500,   233.258264,   264.958091,   298.769757,   331.719974,    32.290827,    60.014103,    89.364128,   116.824667,   144.878016,   172.442062,   202.055500,   233.258264,   264.958091,   298.769757,   331.719974,   365.141808,         "Purple",  "Easter Purple",    "Deep Yellow",         "Orange",         "Orange",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",   "Light Purple",         "Purple",         "Purple",         "Purple"
 -108000,    32.886942,    28.308863,    29.781350,    27.615581,    27.929754,    27.170382,    28.966579,    30.452979,    31.105799,    33.574024,    33.180164,    34.027583,    15.054752,    45.651142,    74.756800,   103.421920,   131.106198,   158.514548,   186.445578,   216.100756,   246.940296,   279.376433,   312.866883,   346.546748,    -1.557823,    31.311583,    59.649708,    89.483064,   117.119930,   145.019612,   172.137191,   201.077163,   231.558380,   262.716244,   296.314358,   329.465585,    31.311583,    59.649708,    89.483064,   117.119930,   145.019612,   172.137191,   201.077163,   231.558380,   262.716244,   296.314358,   329.465585,   363.442177,         "Purple",  "Easter Purple",    "Deep Yellow",         "Orange",         "Orange",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",         "Purple",    "Deep Purple",    "Deep Purple"
 -107000,    33.549647,    28.967554,    30.385624,    27.949354,    27.954814,    26.886490,    28.410609,    29.748363,    30.455096,    33.141949,    33.144723,    34.405776,    13.612899,    44.885762,    74.642102,   103.793470,   131.673645,   158.950187,   186.445890,   215.439677,   245.571966,   277.447691,   310.707600,   344.567639,    -3.303334,    30.217392,    59.206769,    89.646984,   117.627885,   145.560954,   172.392726,   200.765756,   230.532584,   261.041131,   294.218899,   327.344214,    30.217392,    59.206769,    89.646984,   117.627885,   145.560954,   172.392726,   200.765756,   230.532584,   261.041131,   294.218899,   327.344214,   361.696666,         "Purple",   "Light Purple",    "Pale Yellow",    "Deep Yellow",         "Orange",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",  "Easter Purple",         "Purple",         "Purple",    "Deep Purple"
 -106000,    34.079337,    29.608899,    31.070981,    28.427555,    28.159447,    26.773913,    27.995887,    29.110725,    29.765637,    32.555272,    32.888392,    34.563955,    12.197638,    44.073397,    74.510386,   104.263709,   132.506126,   159.832919,   187.057053,   215.498910,   244.937613,   276.151975,   308.984461,   342.796296,    -4.942642,    29.097715,    58.719102,    89.844084,   118.312246,   146.459993,   173.180384,   201.129662,   230.247723,   260.064673,   292.665246,   325.545417,    29.097715,    58.719102,    89.844084,   118.312246,   146.459993,   173.180384,   201.129662,   230.247723,   260.064673,   292.665246,   325.545417,   360.057358,    "Deep Purple",         "Purple",  "Easter Purple",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",   "Light Purple",         "Purple",    "Deep Purple"
 -105000,    34.424108,    30.174763,    31.782637,    29.015808,    28.527740,    26.835135,    27.744950,    28.585216,    29.098581,    31.876917,    32.444538,    34.489607,    10.935009,    43.282573,    74.372031,   104.797673,   133.542778,   161.094848,   188.223405,   216.257439,   245.071658,   275.588827,   307.847258,   341.393250,    -6.327528,    28.049778,    58.226541,    90.059336,   119.122890,   147.649973,   174.435746,   202.127605,   230.708689,   259.853395,   291.782139,   324.230147,    28.049778,    58.226541,    90.059336,   119.122890,   147.649973,   174.435746,   202.127605,   230.708689,   259.853395,   291.782139,   324.230147,   358.672472,    "Deep Purple",         "Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",  "Easter Purple",         "Purple",    "Deep Purple"
 -104000,    34.551595,    30.611767,    32.460057,    29.669928,    29.033372,    27.062415,    27.668224,    28.203644,    28.505686,    31.172112,    31.864393,    34.196806,     9.941113,    42.583850,    74.238677,   105.353254,   134.705251,   162.640263,   189.850227,   217.641983,   245.944059,   275.789017,   307.387659,   340.484615,    -7.331015,    27.168894,    57.771919,    90.275236,   119.997486,   149.041422,   176.061258,   203.672829,   231.861454,   260.405713,   291.632905,   323.511870,    27.168894,    57.771919,    90.275236,   119.997486,   149.041422,   176.061258,   203.672829,   231.861454,   260.405713,   291.632905,   323.511870,   357.668985,    "Deep Purple",         "Purple",   "Light Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",         "Orange",    "Deep Yellow",  "Easter Purple",         "Purple",    "Deep Purple"
 -103000,    34.453807,    30.878514,    33.042617,    30.337928,    29.640017,    27.438397,    27.765340,    27.985131,    28.026641,    30.500699,    31.208190,    33.722718,     9.307409,    42.041898,    74.122196,   105.883922,   135.901415,   164.349716,   191.808852,   219.533371,   247.465903,   276.714829,   307.630459,   340.146473,    -7.863622,    26.536960,    57.396710,    90.473135,   120.864914,   150.526011,   177.930715,   205.638912,   233.599483,   261.655560,   292.211341,   323.443717,    26.536960,    57.396710,    90.473135,   120.864914,   150.526011,   177.930715,   205.638912,   233.599483,   261.655560,   292.211341,   323.443717,   357.136378,    "Deep Purple",         "Purple",         "Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",         "Orange",         "Orange",    "Pale Yellow",   "Light Purple",         "Purple"
 -102000,    34.147608,    30.951632,    33.476657,    30.963656,    30.302345,    27.936446,    28.026129,    27.937442,    27.688675,    29.912350,    30.536629,    33.120430,     9.088370,    41.707015,    74.033337,   106.342917,   137.031744,   166.086870,   193.944117,   221.775315,   249.498932,   278.267164,   308.533583,   340.396212,    -7.884864,    26.211380,    57.135879,    90.635137,   121.650892,   151.983249,   179.896313,   207.867831,   235.773108,   263.481275,   293.445738,   324.014022,    26.211380,    57.135879,    90.635137,   121.650892,   151.983249,   179.896313,   207.867831,   235.773108,   263.481275,   293.445738,   324.014022,   357.115136,         "Purple",         "Purple",         "Purple",  "Easter Purple",    "Pale Yellow",    "Pale Yellow",    "Deep Yellow",         "Orange",         "Orange",    "Deep Yellow",  "Easter Purple",         "Purple"
 -101000,    33.670823,    30.828993,    33.722629,    31.492088,    30.968209,    28.521080,    28.431195,    28.058279,    27.507449,    29.444558,    29.904390,    32.450307,     9.294519,    41.608015,    73.980297,   106.688534,   137.998384,   167.708653,   196.084877,   224.185898,   251.868333,   280.298064,   309.996290,   341.192563,    -7.407334,    26.217103,    57.013012,    90.746314,   122.285543,   153.290319,   181.798963,   210.180852,   238.201721,   265.718634,   295.209806,   325.150775,    26.217103,    57.013012,    90.746314,   122.285543,   153.290319,   181.798963,   210.180852,   238.201721,   265.718634,   295.209806,   325.150775,   357.592666,         "Purple",         "Purple",         "Purple",   "Light Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",         "Orange",         "Orange",    "Pale Yellow",         "Purple"
 -100000,    33.075294,    30.529236,    33.760646,    31.875677,    31.582369,    29.149023,    28.952228,    28.336189,    27.488365,    29.122604,    29.356308,    31.772061,     9.892534,    41.748350,    73.967553,   106.889564,   138.715936,   169.078292,   198.057526,   226.571628,   254.378028,   282.626910,   311.873602,   342.443921,    -6.492594,    26.543843,    57.036961,    90.796768,   122.711850,   154.334356,   183.481654,   212.392238,   240.688390,   268.176752,   297.338473,   326.733569,    26.543843,    57.036961,    90.796768,   122.711850,   154.334356,   183.481654,   212.392238,   240.688390,   268.176752,   297.338473,   326.733569,   358.507406,         "Purple",         "Purple",         "Purple",   "Light Purple",  "Easter Purple",    "Pale Yellow",    "Pale Yellow",    "Deep Yellow",         "Orange",         "Orange",    "Deep Yellow",  "Easter Purple"
  -99000,    32.418906,    30.087851,    33.592970,    32.080577,    32.091720,    29.771343,    29.552487,    28.751033,    27.627705,    28.960563,    28.925925,    31.138919,    10.812167,    42.106509,    73.995256,   106.929639,   139.122066,   170.079653,   199.701458,   228.743214,   256.827268,   285.058289,   313.994207,   344.022687,    -5.240242,    27.149121,    57.200906,    90.783030,   122.893236,   155.025343,   184.804569,   214.324856,   243.035955,   270.655318,   299.646081,   328.610302,    27.149121,    57.200906,    90.783030,   122.893236,   155.025343,   184.804569,   214.324856,   243.035955,   270.655318,   299.646081,   328.610302,   359.759758,   "Light Purple",         "Purple",         "Purple",   "Light Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",         "Orange",         "Orange",         "Orange",    "Pale Yellow"
  -98000,    31.758427,    29.551064,    33.242794,    32.091266,    32.451378,    30.337012,    30.187925,    29.274261,    27.913372,    28.962555,    28.635652,    30.594294,    11.957898,    42.640439,    74.059363,   106.809344,   139.185600,   170.630453,   200.884541,   230.531513,   259.027006,   287.399443,   316.178848,   345.782347,    -3.773038,    27.966092,    57.484075,    90.708404,   122.818446,   155.307142,   185.659746,   215.825997,   245.063117,   272.961421,   301.944440,   330.615358,    27.966092,    57.484075,    90.708404,   122.818446,   155.307142,   185.659746,   215.825997,   245.063117,   272.961421,   301.944440,   330.615358,   361.226962,  "Easter Purple",         "Purple",         "Purple",   "Light Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",         "Orange",         "Orange",    "Deep Yellow"
  -97000,    31.144326,    28.969178,    32.749774,    31.912367,    32.630476,    30.797757,    30.809449,    29.869378,    28.325234,    29.123768,    28.497705,    30.170589,    13.222378,    43.294645,    74.152446,   106.545525,   138.910134,   170.691741,   201.516252,   231.801815,   260.814407,   289.475450,   318.256656,   347.573973,    -2.221407,    28.913940,    57.855528,    90.582186,   122.502452,   155.164200,   185.982724,   216.781313,   246.618846,   274.924305,   304.058596,   332.586285,    28.913940,    57.855528,    90.582186,   122.502452,   155.164200,   185.982724,   216.781313,   246.618846,   274.924305,   304.058596,   332.586285,   362.778593,    "Pale Yellow",   "Light Purple",   "Light Purple",   "Light Purple",   "Light Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",         "Orange",         "Orange",         "Orange"
  -96000,    30.617810,    28.390796,    32.163643,    31.567223,    32.616313,    31.113594,    31.366549,    30.493092,    28.835334,    29.431062,    28.515181,    29.889403,    14.498827,    44.008080,    74.264931,   106.168073,   138.332311,   170.271653,   201.556352,   232.464795,   262.064252,   291.140928,   320.077760,   349.259723,    -0.710097,    29.908345,    58.278933,    90.418001,   121.983211,   154.622415,   185.759013,   217.124967,   247.593668,   276.406861,   305.838920,   334.376942,    29.908345,    58.278933,    90.418001,   121.983211,   154.622415,   185.759013,   217.124967,   247.593668,   276.406861,   305.838920,   334.376942,   364.289903,    "Deep Yellow",  "Easter Purple",   "Light Purple",   "Light Purple",   "Light Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",         "Orange",         "Orange",         "Orange"
  -95000,    30.209755,    27.858729,    31.537497,    31.093673,    32.415777,    31.257982,    31.812151,    31.097571,    29.408353,    29.863232,    28.682884,    29.762396,    15.690551,    44.721154,    74.386442,   105.715112,   137.515324,   169.422738,   201.017763,   232.483010,   262.696564,   292.287839,   321.521612,   350.722155,     0.651477,    30.870105,    58.717190,    90.231743,   121.315267,   153.744059,   185.024220,   216.844683,   247.926965,   277.313355,   307.169095,   335.866293,    30.870105,    58.717190,    90.231743,   121.315267,   153.744059,   185.024220,   216.844683,   247.926965,   277.313355,   307.169095,   335.866293,   365.651477,    "Deep Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",   "Light Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",         "Orange",         "Orange"
  -94000,    29.940852,    27.407725,    30.922091,    30.538250,    32.053696,    31.221379,    32.108040,    31.634027,    30.002763,    30.391189,    28.987770,    29.792218,    16.716916,    45.380841,    74.506963,   105.227820,   136.539399,   168.233594,   199.963294,   231.872471,   262.680406,   292.849732,   322.501427,   351.869419,     1.774896,    31.730976,    59.136078,    90.039580,   120.561873,   152.618138,   183.857970,   215.981157,   247.609988,   277.593568,   307.970413,   336.963152,    31.730976,    59.136078,    90.039580,   120.561873,   152.618138,   183.857970,   215.981157,   247.609988,   277.593568,   307.970413,   336.963152,   366.774896,         "Orange",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",         "Orange",         "Orange"
  -93000,    29.822320,    27.063669,    30.361852,    29.950162,    31.568605,    31.012284,    32.229796,    32.057440,    30.573075,    30.978469,    29.409123,    29.973205,    17.516138,    45.943660,    74.617668,   104.745933,   135.491483,   166.816764,   198.496992,   230.699356,   262.034124,   292.803149,   322.965736,   352.637190,     2.595083,    32.436750,    59.506600,    89.856397,   119.787404,   151.348458,   182.372988,   214.622153,   246.684698,   277.243843,   308.203285,   337.607848,    32.436750,    59.506600,    89.856397,   119.787404,   151.348458,   182.372988,   214.622153,   246.684698,   277.243843,   308.203285,   337.607848,   367.595083,         "Orange",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",         "Orange"
  -92000,    29.856690,    26.843734,    29.892672,    29.376223,    31.007090,    30.655491,    32.170075,    32.331771,    31.073334,    31.582492,    29.918705,    30.291721,    18.045811,    46.376852,    74.711382,   104.304518,   134.456090,   165.295370,   196.751678,   229.072434,   260.822399,   292.166951,   322.898176,   352.988590,     3.070467,    32.948186,    59.806094,    89.694791,   119.051302,   150.041820,   180.701485,   212.892230,   245.238776,   276.305557,   307.866935,   337.772048,    32.948186,    59.806094,    89.694791,   119.051302,   150.041820,   180.701485,   212.892230,   245.238776,   276.305557,   307.866935,   337.772048,   368.070467,         "Orange",         "Orange",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",  "Easter Purple",   "Light Purple",   "Light Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow"
  -91000,    30.038356,    26.756937,    29.541139,    28.857301,    30.417995,    30.188070,    31.939384,    32.434637,    31.461646,    32.156971,    30.481283,    30.726281,    18.282220,    46.658365,    74.782750,   103.932129,   133.508504,   163.790773,   194.874737,   227.132084,   259.150377,   290.999969,   322.316367,   352.913200,     3.182069,    33.240661,    60.018464,    89.564598,   118.404106,   148.798205,   178.981245,   210.939635,   243.397269,   274.861304,   306.997904,   337.457742,    33.240661,    60.018464,    89.564598,   118.404106,   148.798205,   178.981245,   210.939635,   243.397269,   274.861304,   306.997904,   337.457742,   368.182069,         "Orange",         "Orange",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",  "Easter Purple",   "Light Purple",   "Light Purple",  "Easter Purple",  "Easter Purple",    "Deep Yellow"
  -90000,    30.353838,    26.804719,    29.324664,    28.426348,    29.847553,    29.654109,    31.564139,    32.360353,    31.705096,    32.655560,    31.055915,    31.247707,    18.219294,    46.776277,    74.828213,   103.650113,   132.710631,   162.412833,   193.014258,   225.037181,   257.155122,   289.397035,   321.270279,   352.425936,     2.932404,    33.303311,    60.133914,    89.472790,   117.885436,   147.703877,   177.343393,   208.922137,   241.311559,   273.028799,   305.667565,   336.695998,    33.303311,    60.133914,    89.472790,   117.885436,   147.703877,   177.343393,   208.922137,   241.311559,   273.028799,   305.667565,   336.695998,   367.932404,    "Deep Yellow",         "Orange",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",   "Light Purple",   "Light Purple",   "Light Purple",   "Light Purple",    "Pale Yellow"
  -89000,    30.781855,    26.981330,    29.251989,    28.107691,    29.335987,    29.099405,    31.082563,    32.120519,    31.784065,    33.036511,    31.598360,    31.819724,    17.867748,    46.728133,    74.845903,   103.472633,   132.109139,   161.253368,   191.307182,   222.951305,   254.994791,   287.483101,   319.839904,   351.566033,     2.344594,    33.138230,    60.148519,    89.423597,   117.523448,   146.827443,   175.903067,   206.993556,   239.146576,   270.952495,   303.978353,   335.545523,    33.138230,    60.148519,    89.423597,   117.523448,   146.827443,   175.903067,   206.993556,   239.146576,   270.952495,   303.978353,   335.545523,   367.344594,    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",  "Easter Purple",   "Light Purple",   "Light Purple",   "Light Purple",  "Easter Purple"
  -88000,    31.293503,    27.273986,    29.323696,    27.917101,    28.915612,    28.567034,    30.539430,    31.742027,    31.694923,    33.267638,    32.064669,    32.400381,    17.254561,    46.520478,    74.835531,   103.407039,   131.735155,   160.382605,   189.870402,   221.029757,   252.836211,   285.405185,   318.131739,   350.395944,     1.461710,    32.759964,    60.063886,    89.418672,   117.335114,   146.218253,   174.753347,   205.292381,   237.067473,   268.793042,   302.058194,   334.090622,    32.759964,    60.063886,    89.418672,   117.335114,   146.218253,   174.753347,   205.292381,   237.067473,   268.793042,   302.058194,   334.090622,   366.461710,  "Easter Purple",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",   "Light Purple",         "Purple",         "Purple",   "Light Purple"
  -87000,    31.852875,    27.662907,    29.532531,    27.862203,    28.610121,    28.094268,    29.980833,    31.262993,    31.450375,    33.330574,    32.415691,    32.944629,    16.422591,    46.168654,    74.798314,   103.454262,   131.604731,   159.847835,   188.794980,   219.408555,   250.841926,   283.322115,   316.273362,   348.999535,     0.345923,    32.195282,    59.886967,    89.457239,   117.326795,   145.906285,   173.962015,   203.933215,   235.227033,   266.715167,   300.052692,   332.437833,    32.195282,    59.886967,    89.457239,   117.326795,   145.906285,   173.962015,   203.933215,   235.227033,   266.715167,   300.052692,   332.437833,   365.345923,   "Light Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",         "Purple",         "Purple",         "Purple"
  -86000,    32.418559,    28.121514,    29.863511,    27.942876,    28.434620,    27.710851,    29.449834,    30.727643,    31.077386,    33.223314,    32.621801,    33.408093,    15.429847,    45.696712,    74.736951,   103.609072,   131.719498,   159.673395,   188.143026,   218.196094,   249.157872,   281.392584,   314.405627,   347.478796,    -0.923208,    31.482934,    59.630012,    89.536165,   117.494724,   145.902681,   173.570350,   203.001161,   233.754902,   264.874912,   298.115006,   330.710511,    31.482934,    59.630012,    89.536165,   117.494724,   145.902681,   173.570350,   203.001161,   233.754902,   264.874912,   298.115006,   330.710511,   364.076792,   "Light Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",  "Easter Purple",         "Purple",         "Purple",         "Purple"
  -85000,    32.946269,    28.617099,    30.293994,    28.151495,    28.395961,    27.438346,    28.983457,    30.181230,    30.613200,    32.960358,    32.666867,    33.751722,    14.347735,    45.137154,    74.655618,   103.860176,   132.067140,   159.861169,   187.946463,   217.467562,   247.902786,   279.762470,   312.672466,   345.948358,    -2.252080,    30.672907,    59.310507,    89.649971,   117.825273,   146.200364,   173.593087,   202.548692,   232.749330,   263.407465,   296.393936,   329.040891,    30.672907,    59.310507,    89.649971,   117.825273,   146.200364,   173.593087,   202.548692,   232.749330,   263.407465,   296.393936,   329.040891,   362.747920,         "Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",         "Purple",         "Purple"
  -84000,    33.392662,    29.112324,    30.793979,    28.473017,    28.493091,    27.290142,    28.611001,    29.665831,    30.100445,    32.570421,    32.550506,    33.946580,    13.257635,    44.530088,    74.559923,   104.190267,   132.621672,   160.391174,   188.206943,   217.261820,   247.160103,   278.552751,   311.208934,   344.527488,    -3.538621,    29.824618,    58.950880,    89.790866,   118.295073,   146.774509,   174.018886,   202.594393,   232.271628,   262.416722,   295.021304,   327.559782,    29.824618,    58.950880,    89.790866,   118.295073,   146.774509,   174.018886,   202.594393,   232.271628,   262.416722,   295.021304,   327.559782,   361.461379,         "Purple",   "Light Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",    "Pale Yellow",    "Pale Yellow",  "Easter Purple",   "Light Purple",         "Purple",         "Purple"
  -83000,    33.719969,    29.567789,    31.327028,    28.885066,    28.717243,    27.271719,    28.353381,    29.217428,    29.582320,    32.092278,    32.288019,    33.977760,    12.245377,    43.921374,    74.456768,   104.576250,   133.343758,   161.222191,   188.896449,   217.580285,   246.972700,   277.849315,   310.128799,   343.329879,    -4.680231,    29.003549,    58.577685,    89.948883,   118.871267,   147.583000,   174.811071,   203.123003,   232.343217,   261.967501,   294.100101,   326.384732,    29.003549,    58.577685,    89.948883,   118.871267,   147.583000,   174.811071,   203.123003,   232.343217,   261.967501,   294.100101,   326.384732,   360.319769,         "Purple",         "Purple",  "Easter Purple",    "Pale Yellow",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",         "Purple",         "Purple"
  -82000,    33.900694,    29.945607,    31.852152,    29.358323,    29.052029,    27.380935,    28.223108,    28.864259,    29.098657,    31.569746,    31.908013,    33.846476,    11.393726,    43.359493,    74.354014,   104.989928,   134.181540,   162.292786,   189.958565,   218.387494,   247.340579,   277.695799,   309.513335,   342.452343,    -5.583522,    28.276137,    58.220060,    90.112256,   119.512301,   148.567327,   175.908799,   204.086550,   232.945045,   262.080965,   293.694933,   325.608189,    28.276137,    58.220060,    90.112256,   119.512301,   148.567327,   175.908799,   204.086550,   232.945045,   262.080965,   293.694933,   325.608189,   359.416478,         "Purple",         "Purple",  "Easter Purple",    "Pale Yellow",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",  "Easter Purple",         "Purple",         "Purple"
  -81000,    33.921370,    30.213631,    32.326861,    29.857563,    29.473603,    27.608188,    28.224524,    28.626161,    28.683201,    31.046820,    31.448312,    33.569766,    10.773648,    42.891153,    74.259932,   105.399434,   135.072572,   163.523345,   191.310780,   219.613342,   248.221439,   278.090166,   309.403034,   341.964092,    -6.174564,    27.703221,    57.907356,    90.268127,   120.169718,   149.654564,   177.229218,   205.406725,   234.019258,   262.733502,   293.826039,   325.287512,    27.703221,    57.907356,    90.268127,   120.169718,   149.654564,   177.229218,   205.406725,   234.019258,   262.733502,   293.826039,   325.287512,   358.825436,         "Purple",         "Purple",   "Light Purple",    "Pale Yellow",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",         "Purple",         "Purple"
  -80000,    33.784451,    30.349569,    32.711258,    30.343668,    29.951201,    27.936533,    28.354049,    28.514512,    28.362073,    30.563712,    30.951104,    33.177870,    10.435782,    42.556128,    74.182425,   105.771579,   135.947362,   164.819861,   192.848441,   221.157242,   249.534157,   278.985412,   309.793569,   341.898592,    -6.407814,    27.332963,    57.666109,    90.403616,   120.791287,   150.761084,   178.671312,   206.978982,   235.473209,   263.859142,   294.467722,   325.438612,    27.332963,    57.666109,    90.403616,   120.791287,   150.761084,   178.671312,   206.978982,   235.473209,   263.859142,   294.467722,   325.438612,   358.592186,         "Purple",         "Purple",   "Light Purple",  "Easter Purple",    "Pale Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Deep Yellow",    "Pale Yellow",   "Light Purple",         "Purple"
