  -24000  -22050,     0.280679,     0.499438,     0.686228,     0.620621,     0.417537,     0.076527,    -0.278303,    -0.558913,    -0.659542,    -0.622215,    -0.388130,    -0.073926
  -23000  -21050,     0.053986,     0.216835,     0.367201,     0.389417,     0.326564,     0.155330,    -0.049540,    -0.246688,    -0.359604,    -0.395489,    -0.305326,    -0.152685
  -22000  -20050,    -0.099798,    -0.031918,     0.038741,     0.102388,     0.144693,     0.139582,     0.103706,     0.033659,    -0.042533,    -0.108645,    -0.139194,    -0.140681
  -21000  -19050,    -0.167103,    -0.225835,    -0.270707,    -0.214831,    -0.112242,     0.028550,     0.164245,     0.254691,     0.264066,     0.216307,     0.099483,    -0.036625
  -20000  -18050,    -0.141180,    -0.348756,    -0.535045,    -0.534304,    -0.420989,    -0.168524,     0.124089,     0.393596,     0.531820,     0.552531,     0.393306,     0.153456
  -19000  -17050,    -0.022485,    -0.390321,    -0.732602,    -0.828730,    -0.753815,    -0.433676,    -0.014341,     0.435206,     0.734666,     0.870511,     0.719196,     0.416391
  -18000  -16050,     0.181287,    -0.346468,    -0.847518,    -1.073847,    -1.081668,    -0.742614,    -0.238531,     0.374113,     0.851998,     1.140854,     1.049943,     0.732451
  -17000  -15050,     0.455493,    -0.219609,    -0.870541,    -1.250172,    -1.377033,    -1.067699,    -0.527613,     0.215432,     0.871362,     1.337490,     1.356433,     1.076456
  -16000  -14050,     0.779217,    -0.018542,    -0.799380,    -1.344082,    -1.616158,    -1.380941,    -0.855076,    -0.025931,     0.790150,     1.440807,     1.610433,     1.419505
  -15000  -13050,     1.126456,     0.241893,    -0.638778,    -1.348385,    -1.780577,    -1.656554,    -1.191892,    -0.327317,     0.615931,     1.440187,     1.787672,     1.731363
  -14000  -12050,     1.467915,     0.541510,    -0.400329,    -1.262550,    -1.858014,    -1.872881,    -1.509476,    -0.661163,     0.365394,     1.335427,     1.870778,     1.983387
  -13000  -11050,     1.773458,     0.855942,    -0.102024,    -1.092711,    -1.842839,    -2.013640,    -1.782137,    -0.998122,     0.062128,     1.136741,     1.851514,     2.151690
  -12000  -10050,     2.015064,     1.158384,     0.232614,    -0.851454,    -1.736230,    -2.068657,    -1.988851,    -1.309914,    -0.266251,     0.863363,     1.731889,     2.220043
  -11000   -9050,     2.169966,     1.421914,     0.575948,    -0.557323,    -1.546131,    -2.034208,    -2.114390,    -1.571628,    -0.591086,     0.541073,     1.523868,     2.181996
  -10000   -8050,     2.223465,     1.622235,     0.898309,    -0.233906,    -1.286990,    -1.913130,    -2.149963,    -1.763357,    -0.885359,     0.199152,     1.247785,     2.041759
   -9000   -7050,     2.170884,     1.740496,     1.170685,     0.091652,    -0.979176,    -1.714743,    -2.093517,    -1.871219,    -1.125788,    -0.132684,     0.929774,     1.813636
   -8000   -6050,     2.018226,     1.765694,     1.367817,     0.390796,    -0.647909,    -1.454538,    -1.949806,    -1.887941,    -1.294291,    -0.426967,     0.598763,     1.520157
   -7000   -5050,     1.781394,     1.696187,     1.471232,     0.636280,    -0.321566,    -1.153510,    -1.730263,    -1.813112,    -1.378897,    -0.660543,     0.283513,     1.189285
   -6000   -4050,     1.484119,     1.539955,     1.471691,     0.805200,    -0.029293,    -0.836960,    -1.452581,    -1.653221,    -1.374244,    -0.815998,     0.010083,     0.851250
   -5000   -3050,     1.155041,     1.313551,     1.370491,     0.881860,     0.201934,    -0.532657,    -1.139865,    -1.421454,    -1.281791,    -0.882534,    -0.200086,     0.535511
   -4000   -2050,     0.824496,     1.039948,     1.179344,     0.859922,     0.350460,    -0.268331,    -0.819182,    -1.137160,    -1.109792,    -0.856434,    -0.331475,     0.268204
   -3000   -1050,     0.521488,     0.745740,     0.918815,     0.743340,     0.402776,    -0.068692,    -0.519400,    -0.824802,    -0.872994,    -0.741229,    -0.375283,     0.070242
   -2000     -50,     0.271196,     0.458189,     0.615658,     0.545861,     0.355431,     0.047604,    -0.268378,    -0.512258,    -0.591946,    -0.547583,    -0.329813,    -0.043961
   -1000     950,     0.093144,     0.202562,     0.299581,     0.289156,     0.215581,     0.070499,    -0.089777,    -0.228386,    -0.291729,    -0.292827,    -0.200566,    -0.067238
       0    1950,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000
